level,word,quiz_sentence
4,continuous,His <blank> support had been a comfort.
4,continuous,The <blank> rain had lasted a week.
4,continuous,She had stressed the need for <blank> monitoring.
4,continuous,The <blank> stream of visitors had been exhausting.
4,contrition,She had shown genuine <blank> for her words.
4,contrition,The <blank> had been accepted.
4,contrition,His <blank> had been evident in his letter.
4,contrition,The <blank> had come too late.
4,contrition,She had expressed her <blank> in person.
4,contrition,The <blank> had been sincere.
4,contrition,His <blank> had been met with silence.
4,contrition,The <blank> had been written in his face.
4,contrition,She had hoped her <blank> would be enough.
4,contrition,The <blank> had been public and full.
4,conventional,She had rejected the <blank> path.
4,conventional,The <blank> wisdom had been wrong.
4,conventional,His <blank> views had surprised no one.
4,conventional,The <blank> approach had been tried first.
4,conventional,She had chosen a <blank> wedding.
4,conventional,The <blank> medicine had had no effect.
4,conventional,His <blank> upbringing had shaped him.
4,conventional,The <blank> sign had been ignored.
4,conventional,She had found him too <blank>.
4,conventional,The <blank> ending had disappointed many.
4,cooperative,She had been <blank> throughout the inquiry.
4,cooperative,The <blank> effort had saved the project.
4,cooperative,His <blank> attitude had been welcome.
4,cooperative,The <blank> venture had been a success.
4,cooperative,She had asked them to be <blank>.
4,cooperative,The <blank> spirit had prevailed.
4,cooperative,His <blank> had been noted in the report.
4,cooperative,The <blank> child had shared his toys.
4,cooperative,She had run the <blank> with her sister.
4,cooperative,The <blank> had been voluntary.
4,courageous,She had made a <blank> decision.
4,courageous,The <blank> stand had cost him his job.
4,courageous,His <blank> act had been celebrated.
4,courageous,The <blank> rescue had been reported.
4,courageous,She had been <blank> in the face of danger.
4,courageous,The <blank> refusal had inspired others.
4,courageous,His <blank> words had stirred the crowd.
4,courageous,The <blank> choice had been the right one.
4,courageous,She had admired his <blank> honesty.
4,courageous,The <blank> fight had been lost but not forgotten.
4,credibility,She had questioned the <blank> of the source.
4,credibility,The <blank> of the witness had been attacked.
4,credibility,His <blank> had been restored by the verdict.
4,credibility,The <blank> gap had been wide.
4,credibility,She had lost <blank> after the scandal.
4,credibility,The <blank> of the claim had been doubted.
4,credibility,His <blank> had been at stake.
4,credibility,The <blank> of the report had been high.
4,credibility,She had lent <blank> to the project.
4,credibility,The <blank> had been damaged beyond repair.
4,delectable,The <blank> meal had been the highlight.
4,delectable,She had found the dessert <blank>.
4,delectable,His <blank> prose had been a joy to read.
4,delectable,The <blank> aroma had drawn them in.
4,delectable,She had prepared a <blank> spread.
4,delectable,The <blank> dish had been finished in minutes.
4,delectable,His <blank> wit had entertained the table.
4,delectable,The <blank> morsel had been savoured.
4,delectable,She had described the wine as <blank>.
4,delectable,The <blank> combination had been unexpected.
4,depravity,The <blank> of the regime had been exposed.
4,depravity,She had been shocked by the <blank> she had seen.
4,depravity,His <blank> had known no bounds.
4,depravity,The <blank> had been documented in the report.
4,depravity,She had written about the <blank> of the age.
4,depravity,The <blank> had been moral as well as physical.
4,depravity,His <blank> had been the talk of the town.
4,depravity,The <blank> had shocked even the hardened.
4,depravity,She had accused him of <blank>.
4,depravity,The <blank> had been hidden behind respectability.
4,derivative,She had found the work <blank> and dull.
4,derivative,The <blank> design had drawn criticism.
4,derivative,His <blank> style had been obvious.
4,derivative,The <blank> nature of the piece had been noted.
4,derivative,She had dismissed the film as <blank>.
4,derivative,The <blank> approach had failed to impress.
4,derivative,His <blank> ideas had been rejected.
4,derivative,The <blank> work had sold well nonetheless.
4,derivative,She had avoided <blank> solutions.
4,derivative,The <blank> product had been a poor copy.
4,description,The <blank> had been accurate in every detail.
4,description,She had given a <blank> of the suspect.
4,description,His <blank> had been vivid.
4,description,The <blank> had matched the photograph.
4,description,She had written a <blank> of the scene.
4,description,The <blank> had been circulated to all stations.
4,description,His <blank> had been too vague to be useful.
4,description,The <blank> had been brief but clear.
4,description,She had recognised him from the <blank>.
4,description,The <blank> had been beyond words.
4,desecration,The <blank> of the grave had outraged the village.
4,desecration,She had witnessed the <blank> of the memorial.
4,desecration,His <blank> of the flag had been prosecuted.
4,desecration,The <blank> had been reported to the police.
4,desecration,She had spoken out against the <blank>.
4,desecration,The <blank> had been an act of protest.
4,desecration,His <blank> had been deliberate.
4,desecration,The <blank> had left the site in ruins.
4,desecration,She had been sickened by the <blank>.
4,desecration,The <blank> had been condemned from the pulpit.
4,despicable,She had found his behaviour <blank>.
4,despicable,The <blank> crime had shocked the nation.
4,despicable,His <blank> treatment of the staff had been noted.
4,despicable,The <blank> lie had been exposed.
4,despicable,She had called the act <blank>.
4,despicable,The <blank> trick had fooled the vulnerable.
4,despicable,His <blank> cowardice had been revealed.
4,despicable,The <blank> conditions had been documented.
4,despicable,She had thought him <blank>.
4,despicable,The <blank> motive had been greed.
4,despondent,She had grown <blank> after the rejection.
4,despondent,The <blank> mood had spread through the team.
4,despondent,His <blank> letter had worried his family.
4,despondent,The <blank> expression had said it all.
4,despondent,She had tried to cheer the <blank> patient.
4,despondent,The <blank> silence had been heavy.
4,despondent,His <blank> state had lasted for weeks.
4,despondent,The <blank> crowd had dispersed slowly.
4,despondent,She had felt <blank> but had carried on.
4,despondent,The <blank> tone had been unmistakable.
4,destination,The <blank> had been kept secret.
4,destination,She had reached her <blank> at last.
4,destination,His <blank> had been the coast.
4,destination,The <blank> had been popular with tourists.
4,destination,She had set off without a fixed <blank>.
4,destination,The <blank> had been worth the journey.
4,destination,His <blank> had been the capital.
4,destination,The <blank> had been altered at the last minute.
4,destination,She had written the <blank> on the envelope.
4,destination,The <blank> had been the summit.
4,detrimental,The <blank> effect had been documented.
4,detrimental,She had warned that it would be <blank> to his health.
4,detrimental,His <blank> influence had been noted.
4,detrimental,The <blank> impact had been significant.
4,detrimental,She had found the policy <blank>.
4,detrimental,The <blank> consequences had been unforeseen.
4,detrimental,His <blank> remarks had damaged the project.
4,detrimental,The <blank> change had been reversed.
4,detrimental,She had advised against the <blank> course.
4,detrimental,The <blank> exposure had been prolonged.
4,diabolical,The <blank> plan had been uncovered.
4,diabolical,She had described the conditions as <blank>.
4,diabolical,His <blank> laugh had echoed in the hall.
4,diabolical,The <blank> scheme had been foiled.
4,diabolical,She had been shocked by the <blank> cruelty.
4,diabolical,The <blank> cunning had been admired by some.
4,diabolical,His <blank> temper had been feared.
4,diabolical,The <blank> noise had kept them awake.
